rank,curated_rank,gazetteer_name,gaode_map_item,place_type,mention_level,canonical_mention_count,raw_surface_count,top_themes,reason,has_coord,coordinate_quality,lon,lat,coord_source,coord_status,coord_crs,match_status,visual_priority,primary_year,time_type,year_list,year_count,rank_label,context_examples,first_context,notes
279,,13路,13路,road,低频,1,3,交通水系:8；基层治理:4；遗产文化:1,该地名属于道路，在志书中约出现1次，主要关联交通水系、基层治理；主要时间锚点为1965年。,0,缺坐标,,,,missing,,review,medium,1965,集体化与农业建设,1965;1970,2,279. 13路（1次）,行监督改造。1965年12月，境域划归蠡墅人民公社，蠡墅人民公社随即更名为长桥人民公社。是月，苏州市区至境内的公交车由10路改为13路；1970年12月，终点站延伸至尹山桥。1966年8月，开展破“四旧”（旧思想、旧文化、旧风俗、旧习惯）运动。10月，金星、新华 || 1976年1月改沙土路面为沥青路面）。1963年12月，苏州第一辆公交10路车通达境内。1965年12月，苏州公交10路改为公交13路。1970年12月，苏州13路公交车穿过境内一角，延伸至尹山桥。1976年1月，苏嘉公路改铺沥青。1989年9月，宝带桥西侧公路 || 路面）。1963年12月，苏州第一辆公交10路车通达境内。1965年12月，苏州公交10路改为公交13路。1970年12月，苏州13路公交车穿过境内一角，延伸至尹山桥。1976年1月，苏嘉公路改铺沥青。1989年9月，宝带桥西侧公路桥拆除，公路改道走十苏王公路（,域划归蠡墅人民公社，蠡墅人民公社随即更名为长桥人民公社。是月，苏州市区至境内的公交车由10路改为13路；1970年12月，终点站延伸至尹山桥。1966年8月，开展破“四旧”（旧思想、旧文化、旧风俗、,
280,,205省道公路桥,205省道公路桥,bridge,低频,1,1,交通水系:10；遗产文化:3；开发建设:1,该地名属于桥梁，在志书中约出现1次，主要关联交通水系、遗产文化；主要时间锚点为1987年。,0,缺坐标,,,,missing,,review,medium,1987,改革开放初期,1987,1,280. 205省道公路桥（1次）,面维修。五年后，由政府拨款，拔除在宝带桥上矗立了五十余年的电线杆。1987年京杭大运河实施改造，建于70年代距宝带桥20米之遥的205省道公路桥改线另走它道。1992年，大运河整修改道，为了保护这座古桥，从桥北切断公路桥，另开凿湖道，使宝带桥不再受行船的碰撞。今年，我市交,在宝带桥上矗立了五十余年的电线杆。1987年京杭大运河实施改造，建于70年代距宝带桥20米之遥的205省道公路桥改线另走它道。1992年，大运河整修改道，为了保护这座古桥，从桥北切断公路桥，另开凿湖道，使宝带,
281,,21个村,21个村,historic_settlement,低频,1,4,基层治理:33；开发建设:4；农业工业:3,该地名属于历史自然村，在志书中约出现1次，主要关联基层治理、开发建设；主要时间锚点为1995年。,0,缺坐标,,,,missing,,manual,medium,1995,开发区建设,1995,1,281. 21个村（1次）,革，设立2个行政村、31个村民小组，撤销生产大队和生产小队。宝尹大队更名为宝尹村，下辖10个村民小组；宝南大队更名为宝南村，下辖21个村民小组。10月4日至23日，连续降雨250毫米左右，境内低洼农田受淹。大事记1411月13日，中顾委常委陆定一视察宝带桥。198 || 宝尹2个行政村划归吴县经济技术开发区，耕地逐步被征用。1995年3月，宝尹村所辖的10个村民组耕地被征用，翌年3月，宝南村所辖的21个村民组耕地被征用。植物资源境域为滨湖水网平原，水域面积大，荒地少，野生植物不多，植物种类有200余种，主要是：籼稻、糯稻、粳稻、大 || 县经济技术开发区工贸建设用地需要，土地逐步被征用。至1995年3月，宝尹村所辖的10个村民组耕地全部被征用，翌年3月，宝南村下辖21个村民组的耕地全部被征用。五、适度规模经营（尖）经吊博作社1983年7月，恢复乡、村建制，境域宝尹、宝南两村成立村民委员会和村经济合,组，撤销生产大队和生产小队。宝尹大队更名为宝尹村，下辖10个村民小组；宝南大队更名为宝南村，下辖21个村民小组。10月4日至23日，连续降雨250毫米左右，境内低洼农田受淹。大事记1411月,
282,,2家集体粮饲加工厂,2家集体粮饲加工厂,industry,低频,1,1,开发建设:4；农业工业:4,该地名属于产业设施，在志书中约出现1次，主要关联开发建设、农业工业；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,282. 2家集体粮饲加工厂（1次）,鱼、虾、蟹、蚌等；劳务输出，传统上有水上、陆地给人运输打工。工贸产业，历史上只有几家私人作坊和家庭手工业。20世纪60年代，始有2家集体粮饲加工厂。1992年8月，境域被纳入吴县经济技术开发区工商贸易带，绘制了经济发展规划蓝图，城乡一体化，全面大开发、大建设。通过招商引资，,上有水上、陆地给人运输打工。工贸产业，历史上只有几家私人作坊和家庭手工业。20世纪60年代，始有2家集体粮饲加工厂。1992年8月，境域被纳入吴县经济技术开发区工商贸易带，绘制了经济发展规划蓝图，城乡一体化，全,
283,,2幢标准厂,2幢标准厂,industry,低频,1,1,农业工业:3；基层治理:1；开发建设:1,该地名属于产业设施，在志书中约出现1次，主要关联农业工业、基层治理；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,283. 2幢标准厂（1次）,米，境内涝灾严重。10月，境内开展新农村改造，重新铺设自来水管。12月，境内投资1091万元建起3280平方米、6850平方米的2幢标准厂房，对外出租。是年，投资652万元建成旺山工业园11500平方米标准厂房，对外出租。2006年1月，苏州市吴中区依法治区领导小组,展新农村改造，重新铺设自来水管。12月，境内投资1091万元建起3280平方米、6850平方米的2幢标准厂房，对外出租。是年，投资652万元建成旺山工业园11500平方米标准厂房，对外出租。2006年1,
284,,50多个桥,50多个桥,bridge,低频,1,1,交通水系:5；遗产文化:1,该地名属于桥梁，在志书中约出现1次，主要关联交通水系、遗产文化；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,284. 50多个桥（1次）,明代初年，宝带桥又坍塌了。明朝正统年间，浙江金华人朱胜调任苏州知府，他在巡抚周忱的支持下，决定修缮宝带桥。宝带桥长300多米，有50多个桥洞，要想全面修复这座古桥，费用浩大，还须招募负责这项工程的人才，谈何容易！这时府衙幕僚向朱胜推荐了一个名叫吴敏的人。吴敏，字思德,统年间，浙江金华人朱胜调任苏州知府，他在巡抚周忱的支持下，决定修缮宝带桥。宝带桥长300多米，有50多个桥洞，要想全面修复这座古桥，费用浩大，还须招募负责这项工程的人才，谈何容易！这时府衙幕僚向朱胜推荐,
285,,91路,91路,road,低频,1,1,交通水系:3；教育民生:1,该地名属于道路，在志书中约出现1次，主要关联交通水系、教育民生；主要时间锚点为2017年。,0,缺坐标,,,,missing,,review,medium,2017,运河文旅更新,2017,1,285. 91路（1次）,中路迎春南路—古塘河5702000.10东西石湖东路古运河—古塘河16361995.10东西2017年12月，途经境域的公交车有91路、92路、101路、514路、612路、66路、57路、5002路和快线6号。河道境域为江南水乡，河流如网，旧时当地居民进城赶集,0.10东西石湖东路古运河—古塘河16361995.10东西2017年12月，途经境域的公交车有91路、92路、101路、514路、612路、66路、57路、5002路和快线6号。河道境域为江南水,
286,,pH酸碱度1宝南村,pH酸碱度1宝南村,historic_settlement,低频,1,1,基层治理:4；交通水系:2,该地名属于历史自然村，在志书中约出现1次，主要关联基层治理、交通水系；未提取到明确时间锚点。,0,缺坐标,,,,missing,,manual,medium,,无明确时间,,0,286. pH酸碱度1宝南村（1次）,很低，养分也不协调，都为低产土壤。表1-21980年宝带桥社区境域土壤养分含量表序号原行政村名有机质含量/%速效磷/‰速效钾/‰pH酸碱度1宝南村2.5712.356.16.32宝尹村2.679.164.46.7平均数2.6210.760.256.5表1-31980年宝带桥,表1-21980年宝带桥社区境域土壤养分含量表序号原行政村名有机质含量/%速效磷/‰速效钾/‰pH酸碱度1宝南村2.5712.356.16.32宝尹村2.679.164.46.7平均数2.6210.760.2,
287,,·澹台湖景区,·澹台湖景区,scenic_area,低频,1,31,交通水系:66；遗产文化:38；基层治理:19,该地名属于景区，在志书中约出现1次，主要关联交通水系、遗产文化；主要时间锚点为1995年。,1,可用坐标_需复核,120.6361485,31.2626869,osm_wgs84_to_gcj02,fallback_coord,GCJ-02,review,medium,1995,开发区建设,1995;2004;2005;2010;2013;2016;2017;2020,8,287. ·澹台湖景区（1次）,…………………………………………………75第二节宝带桥……………………………………………………………………………76第三节宝带桥·澹台湖景区……………………………………………………………80第四节诗词文选…………………………………………………………………………81第五 || 相望，南接城南街道红庄社区，西连新江、龙南社区，北临江南运河；迎春南路穿越境域南北，石湖东路贯通境域东西，交通便捷；境内有宝带桥·澹台湖景区，景色旖旎。境域属海洋性季风气候，四季分明，受太湖水体调节，气候宜人，雨量充沛，日照充足，无霜期长，宜农宜渔，是典型的江南鱼米之 || 翌年，抽干湖水种上了双季稻。（据《长桥镇志》载：1987年退耕养鱼，由吴县水产局成立的吴县水产二场接管。2016年，改建成宝带桥·澹台湖景区。）1971年夏，大旱，百日无雨。9月，宝带桥旁建一座多孔连翼的公路新桥，翌年1月竣工。10月18日，金星、新华大队党支部书记被,…75第二节宝带桥……………………………………………………………………………76第三节宝带桥·澹台湖景区……………………………………………………………80第四节诗词文选………………………………………,
288,,·澹台湖核心展示园,·澹台湖核心展示园,scenic_area,低频,1,3,交通水系:27；遗产文化:13；基层治理:5,该地名属于景区，在志书中约出现1次，主要关联交通水系、遗产文化；主要时间锚点为2020年。,0,缺坐标,,,,missing,,review,medium,2020,运河文旅更新,2005;2020,2,288. ·澹台湖核心展示园（1次）,苏州市委书记许昆林一行调研宝带桥·澹台湖景区、吴中博物馆等设施的情况。是月，宝带桥·澹台湖景区更名为大运河国家文化公园——宝带桥·澹台湖核心展示园。第一章建置地理宝带桥社区境域东依京杭大运河苏嘉段，南接吴中区城南街道红庄社区，西连吴中区城南街道新江、龙南社区，北靠苏南运河市 || 段，总面积为3.2平方千米，共有大小内河39条，总长16555米。与卢沟桥、赵州桥、灞桥并称中国四大名桥的53拱宝带桥以及宝带桥·澹台湖核心展示园均在境域，地域条件优越，自然环境优美。一、地质地貌境域地质构造属扬子准地台、下扬子—钱塘褶皱带东部，断层错综叠加，地质块间接近很 || 社《苏州邮缘》，作者：周治华80第三节宝带桥·澹台湖景区一、概貌宝带桥·澹台湖景区（2020年更名为大运河国家文化公园——宝带桥·澹台湖核心展示园）位于苏州吴中区核心地带，东至吴东路，北至京杭大运河，西至下田港，南抵石湖东路，规划总面积为105万平方米（含水面），已建成的一,·澹台湖景区、吴中博物馆等设施的情况。是月，宝带桥·澹台湖景区更名为大运河国家文化公园——宝带桥·澹台湖核心展示园。第一章建置地理宝带桥社区境域东依京杭大运河苏嘉段，南接吴中区城南街道红庄社区，西连吴,
289,,一幢标准厂,一幢标准厂,industry,低频,1,1,基层治理:2；农业工业:2；交通水系:1,该地名属于产业设施，在志书中约出现1次，主要关联基层治理、农业工业；主要时间锚点为2014年。,0,缺坐标,,,,missing,,review,medium,2014,运河文旅更新,2014,1,289. 一幢标准厂（1次）,于境域西南，占地面积4666.9平方米。2014年12月，宝带桥社区投资1229万元，由城南街道统一建起建筑面积7049平方米的一幢标准厂房。翌年3月，对苏州爱丝杰针织服饰有限公司出租。爱丝杰针织服饰有限公司招收100余名职工，设计生产各式服饰，销往欧美等地。201,平方米。2014年12月，宝带桥社区投资1229万元，由城南街道统一建起建筑面积7049平方米的一幢标准厂房。翌年3月，对苏州爱丝杰针织服饰有限公司出租。爱丝杰针织服饰有限公司招收100余名职工，设计生,
290,,一座石塔,一座石塔,heritage,低频,1,1,交通水系:5,该地名属于heritage，在志书中约出现1次，主要关联交通水系；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,290. 一座石塔（1次）,米，桥堍两端原各有石狮一对，现南端一对保存完好，而北端仅存一只。北端另存有石塔、石亭各一座。桥的第27与第28孔桥墩间的水上亦有一座石塔，形制与桥北堍的完全相同，被誉为“姐妹塔”。宝带桥采用柔性墩和单向推力墩（刚性墩）相结合的技术建造，故在技术上有其独到之处。柔性,端一对保存完好，而北端仅存一只。北端另存有石塔、石亭各一座。桥的第27与第28孔桥墩间的水上亦有一座石塔，形制与桥北堍的完全相同，被誉为“姐妹塔”。宝带桥采用柔性墩和单向推力墩（刚性墩）相结合的技术建,
291,,一条人工河,一条人工河,waterway,低频,1,1,交通水系:10；遗产文化:1,该地名属于运河河道，在志书中约出现1次，主要关联交通水系、遗产文化；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,291. 一条人工河（1次）,一市，直达浙江省杭州余杭区，贯通海河、黄河、淮河、长江、钱塘江五大水系。全长一千七百九十七千米，是世界上开凿时间最早、长度最长的一条人工河道。京杭大运河由通惠河、北运河、南运河、鲁运河、中运河、里运河、江南运河七段组成。苏州古运河属于江南运河的重要组成部分，沿途留有,海河、黄河、淮河、长江、钱塘江五大水系。全长一千七百九十七千米，是世界上开凿时间最早、长度最长的一条人工河道。京杭大运河由通惠河、北运河、南运河、鲁运河、中运河、里运河、江南运河七段组成。苏州古运河属于,
292,,一条人工运河,一条人工运河,waterway,低频,1,1,交通水系:3；遗产文化:1,该地名属于运河河道，在志书中约出现1次，主要关联交通水系、遗产文化；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,292. 一条人工运河（1次）,）八百余里长的陆地，在数十万民工昼夜不息地挖掘下，不到一年成为黄金水道。江南河横穿长江入扬州，与北运河衔接直至洛阳。世界上最长的一条人工运河竟然在一个皇帝的游赏欲驱动下形成。只延续了38年的隋朝在两千多年的封建王朝历史中显得那样短暂，但大运河水却承载着南来北往的大小船,昼夜不息地挖掘下，不到一年成为黄金水道。江南河横穿长江入扬州，与北运河衔接直至洛阳。世界上最长的一条人工运河竟然在一个皇帝的游赏欲驱动下形成。只延续了38年的隋朝在两千多年的封建王朝历史中显得那样短暂，但,
293,,一起塌桥,一起塌桥,bridge,低频,1,1,交通水系:9,该地名属于桥梁，在志书中约出现1次，主要关联交通水系；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,293. 一起塌桥（1次）,老照片上，宝带桥桥面两侧却有连续的铸铁桥栏。如今，桥面两侧桥板上还残留着部分固定桥柱的孔与铁条的残痕。给宝带桥加桥栏杆，可能始于一起塌桥事件。清代王元榜（倦圃野老）撰写的《庚癸纪略》载：同治二年（1863）八月十九日，洋枪队戈登在苏镇压太平天国起义军，为了让“飞而,的铸铁桥栏。如今，桥面两侧桥板上还残留着部分固定桥柱的孔与铁条的残痕。给宝带桥加桥栏杆，可能始于一起塌桥事件。清代王元榜（倦圃野老）撰写的《庚癸纪略》载：同治二年（1863）八月十九日，洋枪队戈登在苏,
294,,三）栽培吃奠境内农村,三）栽培吃奠境内农村,historic_settlement,低频,1,1,基层治理:2；农业工业:1,该地名属于历史自然村，在志书中约出现1次，主要关联基层治理、农业工业；未提取到明确时间锚点。,0,缺坐标,,,,missing,,manual,medium,,无明确时间,,0,294. 三）栽培吃奠境内农村（1次）,9.61039.6239.81510010301030242.710219920000274193.10000279145.7（三）栽培吃奠境内农村一向以种植水稻、三麦、油菜等粮油作物为主。旧时，产量不高，如若遭遇水涝、干旱、病虫害等自然灾害，产量锐减。新中国成立后，经土地改,10010301030242.710219920000274193.10000279145.7（三）栽培吃奠境内农村一向以种植水稻、三麦、油菜等粮油作物为主。旧时，产量不高，如若遭遇水涝、干旱、病虫害等自然灾害，,
295,,上级中学,上级中学,education,低频,1,1,教育民生:6；基层治理:2,该地名属于教育设施，在志书中约出现1次，主要关联教育民生、基层治理；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,295. 上级中学（1次）,者需求，1976年9月1日起，境内金星、新华2所小学分别担负起小学附带初中班教学任务（俗称“戴帽子”中学）。“戴帽子”中学书本由上级中学提供，教师由境内学校招聘。境内金星大队办了一届，至1978年8月停办，学生并入红庄中学。境内新华大队办了一届半，至1979年8月,内金星、新华2所小学分别担负起小学附带初中班教学任务（俗称“戴帽子”中学）。“戴帽子”中学书本由上级中学提供，教师由境内学校招聘。境内金星大队办了一届，至1978年8月停办，学生并入红庄中学。境内新华,
296,,下塔村,下塔村,historic_settlement,低频,1,1,基层治理:7；交通水系:7,该地名属于历史自然村，在志书中约出现1次，主要关联基层治理、交通水系；未提取到明确时间锚点。,0,缺坐标,,,,missing,,manual,medium,,无明确时间,,0,296. 下塔村（1次）,根、朱海元，担任手扶拖拉机手（机耕员）的有王抱弟。九、沉家浜（村）沉家浜村位于境域西北、与下田村隔河相望，南接下田村南港河，西为下塔村，北临蝴蝶浜。中华人民共和国成立前当地有两条断头浜，一条从南港往北，长200米，另一条在竹桥头南边往西，长100米。因村地势低洼,耕员）的有王抱弟。九、沉家浜（村）沉家浜村位于境域西北、与下田村隔河相望，南接下田村南港河，西为下塔村，北临蝴蝶浜。中华人民共和国成立前当地有两条断头浜，一条从南港往北，长200米，另一条在竹桥头南,
297,129,下塔里桥,下塔里桥,bridge,低频,1,2,交通水系:32；开发建设:4；基层治理:2,该地名属于桥梁，在志书中约出现1次，主要关联交通水系、开发建设；主要时间锚点为1992年。,0,缺坐标,,,,missing,,review,medium,1992,开发区建设,1992,1,129. 下塔里桥（1次）,上着手，先后建造了东西走向的东吴南路、石湖东路、天灵路、澄湖中路、澄湖东路，南北走向的迎春南路、宝通路、宝丰路；构筑了古塘河桥、下塔里桥、石湖东路公路桥、钱家桥、金家桥、8号不锈钢栏桥等桥梁；开拓疏通了钱家村河、黄家浜、兴隆河、金家村河、跃进河、澹台湖北运河、牛桩 || 进1号桥、跃进2号桥、钱家石拱桥、金家石拱桥等12座。1992年8月始，境域桥梁建设速度、质量有了提高，新建公路桥梁有古塘河桥、下塔里桥、石湖东路桥、天灵路西1号桥、澄湖东路3号桥、天灵路东2号桥、宝通路北4号桥、宝通路南5号桥、迎春南路钱家桥、迎春南路7号桥、迎,南路、石湖东路、天灵路、澄湖中路、澄湖东路，南北走向的迎春南路、宝通路、宝丰路；构筑了古塘河桥、下塔里桥、石湖东路公路桥、钱家桥、金家桥、8号不锈钢栏桥等桥梁；开拓疏通了钱家村河、黄家浜、兴隆河、金家,
298,130,下田土地庙,下田土地庙,religious_site,低频,1,2,基层治理:3；交通水系:3；农业工业:2,该地名属于宗教遗址，在志书中约出现1次，主要关联基层治理、交通水系；主要时间锚点为1964年。,0,缺坐标,,,,missing,,review,medium,1964,集体化与农业建设,1964,1,130. 下田土地庙（1次）,产丰收打基础。1959年起，境内各生产小队都建起了麦谷的脱粒场地，与此同时各生产小队都逐步建起了养猪场。其中新华（宝南）大队还在下田土地庙上建立了大队养猪场的指导站，不但站里养猪还放猪到农户代养。1972年起还在澹台湖南岸上建起了苗猪繁殖场，其中有种母猪4只、种公猪 || 大队下238塔里、塘湾里的学生。历任教师有施桂元、王祖享、潘□□、唐□□、方□□、丁□□、田□□等。1964年9月，下田小学搬至下田土地庙，开设三个班级：其中一年级一个班；二、三年级复式班一个；四、五、六年级复式班一个。历任教师有解曙、潘家珍、杨康勇等人。1968年,各生产小队都建起了麦谷的脱粒场地，与此同时各生产小队都逐步建起了养猪场。其中新华（宝南）大队还在下田土地庙上建立了大队养猪场的指导站，不但站里养猪还放猪到农户代养。1972年起还在澹台湖南岸上建起了苗猪,
299,,下田土地庙上建立了大队,下田土地庙上建立了大队,historic_admin,低频,1,1,交通水系:3；基层治理:2；农业工业:2,该地名属于历史行政/集体组织，在志书中约出现1次，主要关联交通水系、基层治理；未提取到明确时间锚点。,0,缺坐标,,,,missing,,manual,medium,,无明确时间,,0,299. 下田土地庙上建立了大队（1次）,产丰收打基础。1959年起，境内各生产小队都建起了麦谷的脱粒场地，与此同时各生产小队都逐步建起了养猪场。其中新华（宝南）大队还在下田土地庙上建立了大队养猪场的指导站，不但站里养猪还放猪到农户代养。1972年起还在澹台湖南岸上建起了苗猪繁殖场，其中有种母猪4只、种公猪1只。同时还,各生产小队都建起了麦谷的脱粒场地，与此同时各生产小队都逐步建起了养猪场。其中新华（宝南）大队还在下田土地庙上建立了大队养猪场的指导站，不但站里养猪还放猪到农户代养。1972年起还在澹台湖南岸上建起了苗猪繁殖场，其中,
300,131,下田小学,下田小学,education,低频,1,10,教育民生:30；基层治理:19；交通水系:15,该地名属于教育设施，在志书中约出现1次，主要关联教育民生、基层治理；主要时间锚点为1950年。,0,缺坐标,,,,missing,,review,medium,1950,集体化与农业建设,1946;1950;1951;1954;1955;1956;1961;1962;1963;1964;1968;1980,12,131. 下田小学（1次）,迁至钱家村大坟上，并更名为钱家小学。12月，开展面上社会主义教育运动，开展“四清”（清政治、清经济、清思想、清组织）工作。是年，下田小学搬迁至土地庙。是年，遵照上级要求，对金星、新华两大队14人（其中富农分子1人、坏分子13人）实行监督改造。1965年12月，境域 || 87年，双季稻全部由单季稻替代。9月23日，金星大队钱水大、新华大队陈阿夯当选为吴县第二次活学活用毛泽东思想积极分子代表。是月，下田小学搬迁至坟堂上，并更名为新华小学。10月11日，金星大队在尤字港建造混凝土拱桥时因倒塌造成5人死亡。翌年重建拱桥，取名为“胜利桥” || 泥河田宝庆寺庙上西房创办公立泥和田小学，学生40人左右。1949年后，泥河田小学延续开办。1950年1月，下田中段里徐毛妹家办起下田小学，招收学生30余人。1990年9月，境域宝南建起十楼十底校舍，境内部分小学生先后并入宝南小学。1995年6月，新建碧波实验小学，,学。12月，开展面上社会主义教育运动，开展“四清”（清政治、清经济、清思想、清组织）工作。是年，下田小学搬迁至土地庙。是年，遵照上级要求，对金星、新华两大队14人（其中富农分子1人、坏分子13人）实行,
301,132,下田村南港河,下田村南港河,waterway,低频,1,3,交通水系:20；基层治理:19；教育民生:4,该地名属于运河河道，在志书中约出现1次，主要关联交通水系、基层治理；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,132. 下田村南港河（1次）,活小区。2017年10月，宝南花园居民生活区奠基动工。一、王家浜（村）王家浜位于境域东南，东为尤字港，南临南浜，西为泥和田，北连下田村南港河（又名马桶河）。1950年3月，王家浜隶属吴县车坊区宝带乡；4月15日，隶属吴县枫桥区尹西乡。1954年4月，为尹西乡王家浜初级 || 保管员的有沈根福。七、钱家村钱家村村名最早记载于乾隆《元和县志》，位于境域外浜东西两侧，东临下田村，南为牛桩浜，西为朱塔浜，北连下田村南港河。2004年12月，建立居民生活小区，始名钱家新村。1950年3月，钱家村隶属吴县车坊区宝带乡；4月，隶属吴县枫桥区宝带乡。19 || 员的有费连生、费林根、朱海元，担任手扶拖拉机手（机耕员）的有王抱弟。九、沉家浜（村）沉家浜村位于境域西北、与下田村隔河相望，南接下田村南港河，西为下塔村，北临蝴蝶浜。中华人民共和国成立前当地有两条断头浜，一条从南港往北，长200米，另一条在竹桥头南边往西，长100米。,园居民生活区奠基动工。一、王家浜（村）王家浜位于境域东南，东为尤字港，南临南浜，西为泥和田，北连下田村南港河（又名马桶河）。1950年3月，王家浜隶属吴县车坊区宝带乡；4月15日，隶属吴县枫桥区尹西乡。1,
302,,下田村坟堂上沈永泉家里办起私塾小学,下田村坟堂上沈永泉家里办起私塾小学,education,低频,1,1,交通水系:2；基层治理:1；教育民生:1,该地名属于教育设施，在志书中约出现1次，主要关联交通水系、基层治理；主要时间锚点为1942年。,0,缺坐标,,,,missing,,review,medium,1942,民国时期,1942,1,302. 下田村坟堂上沈永泉家里办起私塾小学（1次）,陆根火发现蠡墅镇上开肉铺的店主之妻被日本兵强暴，遂与店主合力将施暴日军处死。为躲避抓捕，隐居太湖，至死未归。1942年是年，境内下田村坟堂上沈永泉家里办起私塾小学。随即，王家浜钱祥根家里也办起了私塾。1944年6月15日，苏州至尹山，途经境域一段，全长29.98千米沙土公路通车。1978年,妻被日本兵强暴，遂与店主合力将施暴日军处死。为躲避抓捕，隐居太湖，至死未归。1942年是年，境内下田村坟堂上沈永泉家里办起私塾小学。随即，王家浜钱祥根家里也办起了私塾。1944年6月15日，苏州至尹山，途经境域一段，全长29.,
303,133,下田村塘港桥,下田村塘港桥,bridge,低频,1,1,基层治理:4；交通水系:3；教育民生:3,该地名属于桥梁，在志书中约出现1次，主要关联基层治理、交通水系；主要时间锚点为1956年。,0,缺坐标,,,,missing,,review,medium,1956,集体化与农业建设,1956,1,133. 下田村塘港桥（1次）,上，在下田中段里的徐毛妹家开办下田小学，并聘请扫盲班濮云舟先生为师，招收学生30人，开设一二年级复式班。1956年，下田小学搬至下田村塘港桥南堍徐才生家老宅。1963年，下田小学开办成完小（1—6年级），其中：4—6年级的学生吸收附近长桥大队、新建大队和新联大队下23,田小学，并聘请扫盲班濮云舟先生为师，招收学生30人，开设一二年级复式班。1956年，下田小学搬至下田村塘港桥南堍徐才生家老宅。1963年，下田小学开办成完小（1—6年级），其中：4—6年级的学生吸收附近长,
304,,下田村隔河,下田村隔河,waterway,低频,1,1,交通水系:7；基层治理:6,该地名属于运河河道，在志书中约出现1次，主要关联交通水系、基层治理；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,304. 下田村隔河（1次）,木、徐老土，担任管水员的有费连生、费林根、朱海元，担任手扶拖拉机手（机耕员）的有王抱弟。九、沉家浜（村）沉家浜村位于境域西北、与下田村隔河相望，南接下田村南港河，西为下塔村，北临蝴蝶浜。中华人民共和国成立前当地有两条断头浜，一条从南港往北，长200米，另一条在竹桥头,、费林根、朱海元，担任手扶拖拉机手（机耕员）的有王抱弟。九、沉家浜（村）沉家浜村位于境域西北、与下田村隔河相望，南接下田村南港河，西为下塔村，北临蝴蝶浜。中华人民共和国成立前当地有两条断头浜，一条从南港,
305,,东与廿五港,东与廿五港,waterway,低频,1,1,基层治理:4；交通水系:3,该地名属于运河河道，在志书中约出现1次，主要关联基层治理、交通水系；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,305. 东与廿五港（1次）,机耕员）的有沈玉泉、朱会男、缪田男，担任饲养员的有徐三毛，担任仓库保管员的有徐三毛。十一、小村小村，又名江阴小村，位于境域东北，东与廿五港衔接，南临廿五桥，西为下田村，北为横加连浜。1934年，江阴遭干旱天灾，夏文章、何阿五、何三弟携妻儿摇船逃荒至境内。为了生存，三,男，担任饲养员的有徐三毛，担任仓库保管员的有徐三毛。十一、小村小村，又名江阴小村，位于境域东北，东与廿五港衔接，南临廿五桥，西为下田村，北为横加连浜。1934年，江阴遭干旱天灾，夏文章、何阿五、何三弟携,
306,,东吴电视塔,东吴电视塔,heritage,低频,1,1,交通水系:2,该地名属于heritage，在志书中约出现1次，主要关联交通水系；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,306. 东吴电视塔（1次）,里也呻吟不止……一阵煦暖的杨柳风把人从沉思中叫醒过来。湖西面那幅光闪闪的画面又展现在了我面前：高楼幢幢立，公寓成了片，高耸入云的东吴电视塔俯视着建筑工地上的井架，起重塔不断地上升……澹台湖面上荡起了温柔的涟漪，我想眼前这片绿水和远处淡淡的青山，定将随着全市人民的前进,把人从沉思中叫醒过来。湖西面那幅光闪闪的画面又展现在了我面前：高楼幢幢立，公寓成了片，高耸入云的东吴电视塔俯视着建筑工地上的井架，起重塔不断地上升……澹台湖面上荡起了温柔的涟漪，我想眼前这片绿水和远处淡,
