rank,curated_rank,gazetteer_name,gaode_map_item,place_type,mention_level,canonical_mention_count,raw_surface_count,top_themes,reason,has_coord,coordinate_quality,lon,lat,coord_source,coord_status,coord_crs,match_status,visual_priority,primary_year,time_type,year_list,year_count,rank_label,context_examples,first_context,notes
21,18,牛桩浜,牛桩浜,historic_settlement,中高频,46,58,交通水系:97；基层治理:81；教育民生:14,该地名属于历史自然村，在志书中约出现46次，主要关联交通水系、基层治理；主要时间锚点为1950年。,0,缺坐标,,,,missing,,manual,medium,1950,集体化与农业建设,1929;1949;1950;1951;1954;1968;1991;1992;1995;2000;2004;2017,12,18. 牛桩浜（46次）,桥乡，青树乡并入尹西乡，境内金家村、钱家村、朱塔浜、沉家浜、小村、下田村等6个自然村隶属长桥乡，泥河田、王家浜、港南浜、吴家角、牛桩浜等5个自然村隶属尹西乡。1956年1月，长桥、尹西2个乡合并，名称长桥，境域隶属长桥乡。翌年3月，长桥乡并入郭巷乡，境域隶属郭巷 || 里桥、石湖东路公路桥、钱家桥、金家桥、8号不锈钢栏桥等桥梁；开拓疏通了钱家村河、黄家浜、兴隆河、金家村河、跃进河、澹台湖北运河、牛桩浜东港、金家河、金星内河、新华内河等河道，并对村庄进行旧房改造、动迁安置；居民生活小区实施环境、卫生、安全等长效管理。宝带桥社区历 || 树乡并入尹山乡，并更名为尹西乡。时，境域金家村、钱家村、朱塔浜、沉家浜、小村、下田村归属长桥乡，泥河田、王家浜、港南浜、吴家角、牛桩浜归属尹西乡。9月，开展土改运动。10月，根据中央人民政府、政务院、最高人民法院颁布的《关于镇压反革命活动的指示》，开展镇压反革命,村、钱家村、朱塔浜、沉家浜、小村、下田村等6个自然村隶属长桥乡，泥河田、王家浜、港南浜、吴家角、牛桩浜等5个自然村隶属尹西乡。1956年1月，长桥、尹西2个乡合并，名称长桥，境域隶属长桥乡。翌年3月,
22,19,宝南村,宝南村,historic_admin,中高频,44,91,基层治理:58；交通水系:24；农业工业:12,该地名属于历史行政/集体组织，在志书中约出现44次，主要关联基层治理、交通水系；主要时间锚点为1956年。,0,缺坐标,,,,missing,,manual,medium,1956,集体化与农业建设,1956;1983;1984;1986;1987;1989;1990;1992;1993;1994;1995;1996;1997;1999;2000;2001;2002;2003,19,19. 宝南村（44次）,行村级体制改革，设立2个行政村、31个村民小组，撤销生产大队和生产小队。宝尹大队更名为宝尹村，下辖10个村民小组；宝南大队更名为宝南村，下辖21个村民小组。10月4日至23日，连续降雨250毫米左右，境内低洼农田受淹。大事记1411月13日，中顾委常委陆定一视察 || 常委陆定一视察宝带桥。1984年1月17日，11时开始降雪，至19日8时止，持续45小时，境内数根电线杆被压断，房屋倒塌。宝尹、宝南村组织突击进行抗冻防寒救灾工作。4月9日，宝尹村潘苏英当选吴县第八届人民代表大会代表。5月21日23时39分，南黄海发生6.3级地 || 英当选吴县第八届人民代表大会代表。5月21日23时39分，南黄海发生6.3级地震，境内有震感。7月20日，宝尹村罗纪根、钱招媛，宝南村陈龙元、陆美香、陈锦男当选长桥乡第九届人民代表大会代表。是月，宝南吊装运输队成立，并常驻苏州化学纤维厂。是年，宝南村的钱家村、金,31个村民小组，撤销生产大队和生产小队。宝尹大队更名为宝尹村，下辖10个村民小组；宝南大队更名为宝南村，下辖21个村民小组。10月4日至23日，连续降雨250毫米左右，境内低洼农田受淹。大事记,
23,20,宝尹村,宝尹村,historic_admin,中高频,41,77,基层治理:47；交通水系:28；农业工业:8,该地名属于历史行政/集体组织，在志书中约出现41次，主要关联基层治理、交通水系；主要时间锚点为1983年。,0,缺坐标,,,,missing,,manual,medium,1983,改革开放初期,1968;1983;1984;1985;1986;1987;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2001,22,20. 宝尹村（41次）,内连降暴雨，雨量达144毫米。8月，境内实行村级体制改革，设立2个行政村、31个村民小组，撤销生产大队和生产小队。宝尹大队更名为宝尹村，下辖10个村民小组；宝南大队更名为宝南村，下辖21个村民小组。10月4日至23日，连续降雨250毫米左右，境内低洼农田受淹。大 || 1时开始降雪，至19日8时止，持续45小时，境内数根电线杆被压断，房屋倒塌。宝尹、宝南村组织突击进行抗冻防寒救灾工作。4月9日，宝尹村潘苏英当选吴县第八届人民代表大会代表。5月21日23时39分，南黄海发生6.3级地震，境内有震感。7月20日，宝尹村罗纪根、钱招 || 。4月9日，宝尹村潘苏英当选吴县第八届人民代表大会代表。5月21日23时39分，南黄海发生6.3级地震，境内有震感。7月20日，宝尹村罗纪根、钱招媛，宝南村陈龙元、陆美香、陈锦男当选长桥乡第九届人民代表大会代表。是月，宝南吊装运输队成立，并常驻苏州化学纤维厂。是,月，境内实行村级体制改革，设立2个行政村、31个村民小组，撤销生产大队和生产小队。宝尹大队更名为宝尹村，下辖10个村民小组；宝南大队更名为宝南村，下辖21个村民小组。10月4日至23日，连续降雨25,
24,21,港南浜,港南浜,historic_settlement,中高频,41,45,交通水系:88；基层治理:84；教育民生:6,该地名属于历史自然村，在志书中约出现41次，主要关联交通水系、基层治理；主要时间锚点为1950年。,0,缺坐标,,,,missing,,manual,medium,1950,集体化与农业建设,1929;1949;1950;1951;1954;1992;1996;1997;1998;2004;2017,11,21. 港南浜（41次）,月，宝带乡并入长桥乡，青树乡并入尹西乡，境内金家村、钱家村、朱塔浜、沉家浜、小村、下田村等6个自然村隶属长桥乡，泥河田、王家浜、港南浜、吴家角、牛桩浜等5个自然村隶属尹西乡。1956年1月，长桥、尹西2个乡合并，名称长桥，境域隶属长桥乡。翌年3月，长桥乡并入郭巷 || 乡并入长桥乡，青树乡并入尹山乡，并更名为尹西乡。时，境域金家村、钱家村、朱塔浜、沉家浜、小村、下田村归属长桥乡，泥河田、王家浜、港南浜、吴家角、牛桩浜归属尹西乡。9月，开展土改运动。10月，根据中央人民政府、政务院、最高人民法院颁布的《关于镇压反革命活动的指示》 || 带桥南堍。是年，宝带桥入选中国世界语出版社出版的《水乡苏州》明信片图录。1996年5月至9月，境内进行老村改造，泥河田、王家浜、港南浜183户居民人家，搬迁至朱塔浜（2004年12月更名为宝尹花园）。11月8日，村办集体企业实行转制，将宝南拼线厂转制给原承包人经,尹西乡，境内金家村、钱家村、朱塔浜、沉家浜、小村、下田村等6个自然村隶属长桥乡，泥河田、王家浜、港南浜、吴家角、牛桩浜等5个自然村隶属尹西乡。1956年1月，长桥、尹西2个乡合并，名称长桥，境域隶属,
28,24,宝南,宝南,place,中频,25,615,基层治理:62；农业工业:29；交通水系:26,该地名属于地方简称，在志书中约出现25次，主要关联基层治理、农业工业；主要时间锚点为1950年。,0,缺坐标,,,,missing,,review,low,1950,集体化与农业建设,555;559;635;639;1050;1054;1070;1074;1147;1937;1957;1980;1983;1985;1990;1991;1992;1994,23,24. 宝南（25次）,陈林男、朱阿夯、马金（根）姐当选长桥人民公社第八届人民代表大会代表。11月，为避地名重叠，金星大队更名为宝尹大队、新华大队更名为宝南大队。1981年3月，开展“五讲”（讲文明、讲礼貌、讲卫生、讲秩序、讲道德）“四美”（心灵美、语言美、行为美、环境美）、学雷锋、 || 桥（竹桥）改建为石桥。7月1日，全国第三次人口普查登记，以0时标准统计时间为准。境内有常住人口2922人，其中：宝尹1146人，宝南1776人，男性1444人，女性1478人。12月，推行联产到劳责任制，分田到组。1983年3月，全面推行家庭联产承包责任制，分 || ，全面推行家庭联产承包责任制，分田到户。6月20日至7月18日，阴雨连绵，境内低洼农田被淹。7月21日，宝尹大队罗纪根、钱招媛，宝南大队陈林男、陶官林、何招根妹当选为中共长桥乡第四次党代会代表。7月31日，晚上7时至次日上午7时，境内连降暴雨，雨量达144毫米,长桥人民公社第八届人民代表大会代表。11月，为避地名重叠，金星大队更名为宝尹大队、新华大队更名为宝南大队。1981年3月，开展“五讲”（讲文明、讲礼貌、讲卫生、讲秩序、讲道德）“四美”（心灵美、语,
30,26,碧波实验小学,碧波实验小学,education,中频,20,19,教育民生:73；基层治理:8；开发建设:4,该地名属于教育设施，在志书中约出现20次，主要关联教育民生、基层治理；主要时间锚点为1995年。,0,缺坐标,,,,missing,,review,medium,1995,开发区建设,1958;1993;1995;2000;2006;2007;2013;2016;2017,9,26. 碧波实验小学（20次）,蒸蒸日上。教育方面，原来只有几所在村民家客厅、破庙讲课的私立学校、耕读小学，至2017年，全日制学校有建筑面积35137平方米的碧波实验小学及附属幼儿园，建筑面积15830平方米的碧波中学。少年儿童入学率达100%。卫生事业方面，1962年3月全面实行合作医疗，200 || 90年9月，境域在教育事业上跨越一大步，投资建起了十楼十底的宝南小学。1994年1月，推行大病风险医疗制度。1995年6月，新建碧波实验小学（含幼儿园），建筑面积35137平方米。1999年4月，宝尹村合作医疗室并入碧波卫生院，翌年1月，卫生院在境内设立社区服务中心， || 家办起下田小学，招收学生30余人。1990年9月，境域宝南建起十楼十底校舍，境内部分小学生先后并入宝南小学。1995年6月，新建碧波实验小学，境内小学并入碧波实验小学。2002年9月，境域新建碧波中学，对外招生。2362017年12月，碧波实验小学（含幼儿园）建筑面积,在村民家客厅、破庙讲课的私立学校、耕读小学，至2017年，全日制学校有建筑面积35137平方米的碧波实验小学及附属幼儿园，建筑面积15830平方米的碧波中学。少年儿童入学率达100%。卫生事业方面，196,
31,27,郭巷人民公社,郭巷人民公社,historic_admin,中频,20,19,基层治理:83；农业工业:46；交通水系:24,该地名属于历史行政/集体组织，在志书中约出现20次，主要关联基层治理、农业工业；主要时间锚点为1958年。,0,缺坐标,,,,missing,,manual,medium,1958,集体化与农业建设,1958,1,27. 郭巷人民公社（20次）,，搜集群众家用铁器充作炼钢原料。是月，郭巷乡大办民兵，实行全民皆兵，提出行动军事化，生活集体化，境内青壮年集体住宿训练。10月，郭巷人民公社成立，实行集工农商学于一体、政社合一的体制，境域归属郭巷人民公社。金星24社改称新华大队，金星25社改称金星大队。是月，金星、新 || 兵，提出行动军事化，生活集体化，境内青壮年集体住宿训练。10月，郭巷人民公社成立，实行集工农商学于一体、政社合一的体制，境域归属郭巷人民公社。金星24社改称新华大队，金星25社改称金星大队。是月，金星、新华大队实行营连制，大办食堂，并提出“放开肚皮吃饭，鼓足干劲生产” || 产风、浮夸风、瞎指挥风、干部特殊风、强迫命令风）错一，退赔“一平二调”款，组织开展整风整社工作。5月，境内各大队、生产队干部参加郭巷人民公社召开的三级干部会议，学习党中央《农村人民公社工作条例（草案）》（农业60条）。会后，解散公共食堂，恢复自留地和家庭副业。6月，商,是月，郭巷乡大办民兵，实行全民皆兵，提出行动军事化，生活集体化，境内青壮年集体住宿训练。10月，郭巷人民公社成立，实行集工农商学于一体、政社合一的体制，境域归属郭巷人民公社。金星24社改称新华大队，金星2,
37,30,长桥人民公社,长桥人民公社,historic_admin,中频,15,15,基层治理:99；交通水系:38；农业工业:12,该地名属于历史行政/集体组织，在志书中约出现15次，主要关联基层治理、交通水系；主要时间锚点为1965年。,0,缺坐标,,,,missing,,manual,medium,1965,集体化与农业建设,1965;1968;1970;1980;1983,5,30. 长桥人民公社（15次）,6年1月，长桥、尹西2个乡合并，名称长桥，境域隶属长桥乡。翌年3月，长桥乡并入郭巷乡，境域隶属郭巷乡。1965年12月，境域划归长桥人民公社。1992年8月，境域划归吴县经济技术开发区。1996年7月，吴县撤县建市，境域隶属吴县市；2001年2月，吴县撤市建区（吴中区 || 、新华两大队14人（其中富农分子1人、坏分子13人）实行监督改造。1965年12月，境域划归蠡墅人民公社，蠡墅人民公社随即更名为长桥人民公社。是月，苏州市区至境内的公交车由10路改为13路；1970年12月，终点站延伸至尹山桥。1966年8月，开展破“四旧”（旧思想、 || 塌造成5人死亡。翌年重建拱桥，取名为“胜利桥”。是月，金星大队社员吴云先为境内火葬第一人。1970年2月中旬，金星、新华大队遵照长桥人民公社要求，开展“一打三反”（打击现行反革命分子、反对贪污盗窃、反对投机倒把、反对铺张浪费）运动，进行大检举、大批判、大清理，凡涉嫌有,名称长桥，境域隶属长桥乡。翌年3月，长桥乡并入郭巷乡，境域隶属郭巷乡。1965年12月，境域划归长桥人民公社。1992年8月，境域划归吴县经济技术开发区。1996年7月，吴县撤县建市，境域隶属吴县市；20,
38,31,宝尹,宝尹,place,中频,14,994,基层治理:49；交通水系:14；农业工业:8,该地名属于地方简称，在志书中约出现14次，主要关联基层治理、交通水系；主要时间锚点为1950年。,0,缺坐标,,,,missing,,review,low,1950,集体化与农业建设,555;559;635;639;1050;1054;1070;1074;1147;1937;1946;1957;1980;1982;1983;1986;1987;1990,29,31. 宝尹（14次）,。1978年改沙土路面为沥青路面。是年，流行脑膜炎，殃及境域。1946年是年，境内宝庆寺西厢房建起泥河田公立小学（1990年改称宝尹小学）。81948年6月，并编区、乡，境内归属吴县车坊区尹山乡。1949年4月27日，境域解放。5月1日，吴县人民政府成立，建尹 || 姚长泉、江根土，新华大队陈林男、朱阿夯、马金（根）姐当选长桥人民公社第八届人民代表大会代表。11月，为避地名重叠，金星大队更名为宝尹大队、新华大队更名为宝南大队。1981年3月，开展“五讲”（讲文明、讲礼貌、讲卫生、讲秩序、讲道德）“四美”（心灵美、语言美、行 || 提倡一对夫妻只生一个孩子。6月，省政府拨款修缮宝带桥，工程由吴县文管委负责，吴县桥梁工程队施工，历时一年半竣工。1982年1月，宝尹大队将泥河田夹河溇北潘家桥（竹桥）改建为石桥。7月1日，全国第三次人口普查登记，以0时标准统计时间为准。境内有常住人口2922人,。是年，流行脑膜炎，殃及境域。1946年是年，境内宝庆寺西厢房建起泥河田公立小学（1990年改称宝尹小学）。81948年6月，并编区、乡，境内归属吴县车坊区尹山乡。1949年4月27日，境域,
39,32,宝南大队,宝南大队,historic_admin,中频,13,16,基层治理:87；农业工业:8；开发建设:3,该地名属于历史行政/集体组织，在志书中约出现13次，主要关联基层治理、农业工业；主要时间锚点为1980年。,0,缺坐标,,,,missing,,manual,medium,1980,改革开放初期,1980;1981;1982;1983;1992,5,32. 宝南大队（13次）,陈林男、朱阿夯、马金（根）姐当选长桥人民公社第八届人民代表大会代表。11月，为避地名重叠，金星大队更名为宝尹大队、新华大队更名为宝南大队。1981年3月，开展“五讲”（讲文明、讲礼貌、讲卫生、讲秩序、讲道德）“四美”（心灵美、语言美、行为美、环境美）、学雷锋、树新 || ，全面推行家庭联产承包责任制，分田到户。6月20日至7月18日，阴雨连绵，境内低洼农田被淹。7月21日，宝尹大队罗纪根、钱招媛，宝南大队陈林男、陶官林、何招根妹当选为中共长桥乡第四次党代会代表。7月31日，晚上7时至次日上午7时，境内连降暴雨，雨量达144毫米。8 || 。8月，境内实行村级体制改革，设立2个行政村、31个村民小组，撤销生产大队和生产小队。宝尹大队更名为宝尹村，下辖10个村民小组；宝南大队更名为宝南村，下辖21个村民小组。10月4日至23日，连续降雨250毫米左右，境内低洼农田受淹。大事记1411月13日，中顾委常,长桥人民公社第八届人民代表大会代表。11月，为避地名重叠，金星大队更名为宝尹大队、新华大队更名为宝南大队。1981年3月，开展“五讲”（讲文明、讲礼貌、讲卫生、讲秩序、讲道德）“四美”（心灵美、语言美,
41,33,碧波幼儿园,碧波幼儿园,education,中频,12,11,教育民生:66；基层治理:10,该地名属于教育设施，在志书中约出现12次，主要关联教育民生、基层治理；主要时间锚点为1998年。,0,缺坐标,,,,missing,,review,medium,1998,开发区建设,1946;1998;2006;2007;2010;2014;2017,7,33. 碧波幼儿园（12次）,年在90—100人，其中：宝尹40人左右，宝南60人左右。2371996年9月1日，碧波实验小学附属幼儿园成立，宝尹村幼儿园并入碧波幼儿园。1998年9月1日，宝南村幼儿园并入碧波幼儿园。境内历任幼儿教师宝尹村有张菊英、潘文妹、朱素芳、施桂珍、潘永芳、朱建芳、钱月青 || 0人左右。2371996年9月1日，碧波实验小学附属幼儿园成立，宝尹村幼儿园并入碧波幼儿园。1998年9月1日，宝南村幼儿园并入碧波幼儿园。境内历任幼儿教师宝尹村有张菊英、潘文妹、朱素芳、施桂珍、潘永芳、朱建芳、钱月青等，宝南村有马福珠、徐香英、倪美芳、费招根、陆美 || 、潘文妹、朱素芳、施桂珍、潘永芳、朱建芳、钱月青等，宝南村有马福珠、徐香英、倪美芳、费招根、陆美香、倪锋媛等。2017年12月，碧波幼儿园设23个班，教师52人，保育员（职工）23人，幼儿园学生710人。碧波幼儿园历任正副园长：1998年9月，何雪英任碧波幼儿园园长,右，宝南60人左右。2371996年9月1日，碧波实验小学附属幼儿园成立，宝尹村幼儿园并入碧波幼儿园。1998年9月1日，宝南村幼儿园并入碧波幼儿园。境内历任幼儿教师宝尹村有张菊英、潘文妹、朱素芳,
45,36,宝尹大队,宝尹大队,historic_admin,中频,11,15,基层治理:75；农业工业:12；交通水系:9,该地名属于历史行政/集体组织，在志书中约出现11次，主要关联基层治理、农业工业；主要时间锚点为1980年。,0,缺坐标,,,,missing,,manual,medium,1980,改革开放初期,1980;1981;1982;1983,4,36. 宝尹大队（11次）,姚长泉、江根土，新华大队陈林男、朱阿夯、马金（根）姐当选长桥人民公社第八届人民代表大会代表。11月，为避地名重叠，金星大队更名为宝尹大队、新华大队更名为宝南大队。1981年3月，开展“五讲”（讲文明、讲礼貌、讲卫生、讲秩序、讲道德）“四美”（心灵美、语言美、行为美 || 提倡一对夫妻只生一个孩子。6月，省政府拨款修缮宝带桥，工程由吴县文管委负责，吴县桥梁工程队施工，历时一年半竣工。1982年1月，宝尹大队将泥河田夹河溇北潘家桥（竹桥）改建为石桥。7月1日，全国第三次人口普查登记，以0时标准统计时间为准。境内有常住人口2922人，其 || 分田到组。1983年3月，全面推行家庭联产承包责任制，分田到户。6月20日至7月18日，阴雨连绵，境内低洼农田被淹。7月21日，宝尹大队罗纪根、钱招媛，宝南大队陈林男、陶官林、何招根妹当选为中共长桥乡第四次党代会代表。7月31日，晚上7时至次日上午7时，境内连降暴,朱阿夯、马金（根）姐当选长桥人民公社第八届人民代表大会代表。11月，为避地名重叠，金星大队更名为宝尹大队、新华大队更名为宝南大队。1981年3月，开展“五讲”（讲文明、讲礼貌、讲卫生、讲秩序、讲道德）,
46,37,泥河田,泥河田,historic_settlement,中频,11,141,交通水系:47；基层治理:44；教育民生:16,该地名属于历史自然村，在志书中约出现11次，主要关联交通水系、基层治理；主要时间锚点为1950年。,0,缺坐标,,,,missing,,manual,medium,1950,集体化与农业建设,1929;1946;1950;1951;1954;1982;1990;1996;2004;2017,10,37. 泥河田（11次）,域隶属宝带乡。4月，宝带乡并入长桥乡，青树乡并入尹西乡，境内金家村、钱家村、朱塔浜、沉家浜、小村、下田村等6个自然村隶属长桥乡，泥河田、王家浜、港南浜、吴家角、牛桩浜等5个自然村隶属尹西乡。1956年1月，长桥、尹西2个乡合并，名称长桥，境域隶属长桥乡。翌年3月 || 。1941年4月，境内下田村坟堂上40岁朱女士，被日本兵从坟堂上沿南港河（俗称马桶河）追逃至廿五港刺死。9月（农历八月十五）夜，泥河田村吴毛头被派去苏嘉铁路（尹山段）值班时，因打瞌睡被日军用枪托砸击后脑致死。是年，境内沉家浜（西下田）陆根火发现蠡墅镇上开肉铺的店 || 全长29.98千米沙土公路通车。1978年改沙土路面为沥青路面。是年，流行脑膜炎，殃及境域。1946年是年，境内宝庆寺西厢房建起泥河田公立小学（1990年改称宝尹小学）。81948年6月，并编区、乡，境内归属吴县车坊区尹山乡。1949年4月27日，境域解放。5月,桥乡，青树乡并入尹西乡，境内金家村、钱家村、朱塔浜、沉家浜、小村、下田村等6个自然村隶属长桥乡，泥河田、王家浜、港南浜、吴家角、牛桩浜等5个自然村隶属尹西乡。1956年1月，长桥、尹西2个乡合并，名,
49,40,党群服务中心,党群服务中心,service_facility,中频,10,9,教育民生:35；基层治理:27；交通水系:19,该地名属于社区服务设施，在志书中约出现10次，主要关联教育民生、基层治理；主要时间锚点为2008年。,0,缺坐标,,,,missing,,review,medium,2008,社区成立与城市更新,1956;1964;2008;2017;2020,5,40. 党群服务中心（10次）,，《人民日报》发表王伟健题为“古今辉映水润姑苏”的文章，介绍大运河文化带的世界文化遗产——宝带桥。8月29日上午，宝带桥社区举行党群服务中心新楼竣工揭幕仪式。9月26日上午，吴中区人大常委会主任张炳华带领区人大常委会委员一行9人，在区教育局局长陆为民等人陪同下至碧波中 || 地文化的吴中博物馆建成开馆。是月，境内居民生活小区始行垃圾分类。7月13日，吴中区地方志办公室、吴中区城南街道办事处在宝带桥社区党群服务中心会议室举行《宝带桥社区志》评审会。是月，连降大雨，太湖水位超过警戒水位，境域澹台湖畔低洼地受淹。是月，江苏省文物局下达《关于苏州 || 居民进行体检等专项服务。2008年3月，当地社区为倾听群众之声，提高为居民服务质量，成立了来访接待中心。2017年12月，设立了党群服务中心，对居民社会保障、困难救助、优生优育、法律咨询、妇幼维权等进行开放式、一站式服务。167第一节基础设施一、交通公路1932年1月,辉映水润姑苏”的文章，介绍大运河文化带的世界文化遗产——宝带桥。8月29日上午，宝带桥社区举行党群服务中心新楼竣工揭幕仪式。9月26日上午，吴中区人大常委会主任张炳华带领区人大常委会委员一行9人，在区教,
56,43,吴中经济开发区,吴中经济开发区,admin_context,低频,9,15,基层治理:44；开发建设:36；交通水系:30,该地名属于行政背景，在志书中约出现9次，主要关联基层治理、开发建设；主要时间锚点为1992年。,0,缺坐标,,,,missing,,context,low,1992,开发区建设,2000;2001;2003;2009;2010;2013;2020,7,43. 吴中经济开发区（9次）,平方米。是年，朱塔浜南岸18户居民、塘里（澹台湖西岸）6户居民搬迁至钱家新村居民生活小区。2003年1月，宝尹、宝南2居委会根据吴中经济开发区管理委员会〔2002〕第31号文规定，禁止境内养猪。3月至4月，吴家角35户居民、泥河田38户居民搬迁至下田村、钱家新村居民生活 || 村居民生活小区。7月7日，撤销宝南、宝尹村党支部，建立中共宝带桥支部委员会。是月，宝尹、宝南两个居委会合并为宝带桥居委会。是月，吴中经济开发区管委会授予宝带桥居委会“2003年度吴中经济开发区无偿献血工作先进集体”称号。是月，宝带桥入选苏州邮政局监制，苏州邮电广告公司、 || 建立中共宝带桥支部委员会。是月，宝尹、宝南两个居委会合并为宝带桥居委会。是月，吴中经济开发区管委会授予宝带桥居委会“2003年度吴中经济开发区无偿献血工作先进集体”称号。是月，宝带桥入选苏州邮政局监制，苏州邮电广告公司、苏州博彩图文有限公司设计的《苏州桥影》明信片图录。,民、塘里（澹台湖西岸）6户居民搬迁至钱家新村居民生活小区。2003年1月，宝尹、宝南2居委会根据吴中经济开发区管理委员会〔2002〕第31号文规定，禁止境内养猪。3月至4月，吴家角35户居民、泥河田38户居,
57,44,泥河田港,泥河田港,waterway,低频,9,12,交通水系:70；基层治理:36；农业工业:9,该地名属于运河河道，在志书中约出现9次，主要关联交通水系、基层治理；主要时间锚点为1967年。,0,缺坐标,,,,missing,,review,medium,1967,集体化与农业建设,1967;1974;1991;1995;2017,5,44. 泥河田港（9次）,后成立“造反队”“战斗队”。1967年1月，受上海“一月风暴”影响，金星、新华大队风行“夺权”。2月，金星大队成立养鱼专业队，在泥河田港放养鱼苗。3月，金星、新华大队党、政工作由大队民兵营长主持。1968年3月5日，始行废除土葬。8月，掀起“三忠于”（忠于毛主席、 || 境域在20世纪90年代初期，共有大小内河流39条，总长度16555米。南北纵向的骨干河道有古运河、宝南中心河（原北为廿五港，南为泥河田港）和古塘河；东西纵向的骨干河道有泥河田港（原为宝尹南港河）、跃进河、金家村河、马桶港（原为宝南南港河）和苏南运河。加之各自然村的 || 流39条，总长度16555米。南北纵向的骨干河道有古运河、宝南中心河（原北为廿五港，南为泥河田港）和古塘河；东西纵向的骨干河道有泥河田港（原为宝尹南港河）、跃进河、金家村河、马桶港（原为宝南南港河）和苏南运河。加之各自然村的内河小溪，纵横交叉，起着引调、蓄纳和排灌,67年1月，受上海“一月风暴”影响，金星、新华大队风行“夺权”。2月，金星大队成立养鱼专业队，在泥河田港放养鱼苗。3月，金星、新华大队党、政工作由大队民兵营长主持。1968年3月5日，始行废除土葬。8,
58,45,金家村河,金家村河,waterway,低频,9,8,交通水系:44；基层治理:19；开发建设:7,该地名属于运河河道，在志书中约出现9次，主要关联交通水系、基层治理；主要时间锚点为1972年。,0,缺坐标,,,,missing,,review,medium,1972,集体化与农业建设,1968;1972;2015;2017,4,45. 金家村河（9次）,路、宝丰路；构筑了古塘河桥、下塔里桥、石湖东路公路桥、钱家桥、金家桥、8号不锈钢栏桥等桥梁；开拓疏通了钱家村河、黄家浜、兴隆河、金家村河、跃进河、澹台湖北运河、牛桩浜东港、金家河、金星内河、新华内河等河道，并对村庄进行旧房改造、动迁安置；居民生活小区实施环境、卫生 || 社大会堂，听取吴县县委传达林彪“九一三”叛国外逃事件的有关文件。是月底，传达至群众。1972年1月，新华大队开掘全长2000米的金家村河。2月，境内经过一年多的除害灭疫活动，全面复查无钉螺。12月，100名基干民兵参加白茆塘（河）拓浚工程。1973年秋，金星、新华 || 米）。是月，宝带桥社区投资1229万元建设的东湖“宝信工业坊”竣工（系7049平方米标准厂房一幢）。2015年1月，1100米的金家村河清淤污泥9000立方米。2月，上旬气温骤降，最低温度-10℃，境内水管、水表爆裂无数，冻损严重。12月，西下田北区（别墅区）沈才,里桥、石湖东路公路桥、钱家桥、金家桥、8号不锈钢栏桥等桥梁；开拓疏通了钱家村河、黄家浜、兴隆河、金家村河、跃进河、澹台湖北运河、牛桩浜东港、金家河、金星内河、新华内河等河道，并对村庄进行旧房改造、动迁,
59,46,吴家角,吴家角,historic_settlement,低频,8,42,基层治理:88；交通水系:82；教育民生:9,该地名属于历史自然村，在志书中约出现8次，主要关联基层治理、交通水系；主要时间锚点为1950年。,0,缺坐标,,,,missing,,manual,medium,1950,集体化与农业建设,1929;1949;1950;1951;1954;1992;2003;2004;2017,9,46. 吴家角（8次）,乡并入长桥乡，青树乡并入尹西乡，境内金家村、钱家村、朱塔浜、沉家浜、小村、下田村等6个自然村隶属长桥乡，泥河田、王家浜、港南浜、吴家角、牛桩浜等5个自然村隶属尹西乡。1956年1月，长桥、尹西2个乡合并，名称长桥，境域隶属长桥乡。翌年3月，长桥乡并入郭巷乡，境域 || 桥乡，青树乡并入尹山乡，并更名为尹西乡。时，境域金家村、钱家村、朱塔浜、沉家浜、小村、下田村归属长桥乡，泥河田、王家浜、港南浜、吴家角、牛桩浜归属尹西乡。9月，开展土改运动。10月，根据中央人民政府、政务院、最高人民法院颁布的《关于镇压反革命活动的指示》，开展镇 || 民生活小区。2003年1月，宝尹、宝南2居委会根据吴中经济开发区管理委员会〔2002〕第31号文规定，禁止境内养猪。3月至4月，吴家角35户居民、泥河田38户居民搬迁至下田村、钱家新村居民生活小区。7月7日，撤销宝南、宝尹村党支部，建立中共宝带桥支部委员会。是月,境内金家村、钱家村、朱塔浜、沉家浜、小村、下田村等6个自然村隶属长桥乡，泥河田、王家浜、港南浜、吴家角、牛桩浜等5个自然村隶属尹西乡。1956年1月，长桥、尹西2个乡合并，名称长桥，境域隶属长桥乡。,
