place_id,name,category,target_layer,display_layer,qgis_geometry,semantic_geometry,geometry_level,x,y,confidence,version,source_map,source_stage,reference_logic,notes
jingchengtu_asset_preview_011,清波门·京城图,城门,places_city_gate,临安_城门,Polygon,point,symbolic,13375690.100,3534612.500,high,jingchengtu_asset_full,jingchengtu_asset_preview,asset_full_from_poc,京城图.png 全量资产标注预览；坐标沿用已校准 POC 点位并加 140m 显示偏移，便于和原始 POC 标签区分；用于查看真实资产的全量标注密度和图层效果。,"{""orientation"":""mixed"",""notes"":""asset_full_preview_display_offset_140m_not_final_ocr""}"
jingchengtu_asset_preview_012,涌金门·京城图,城门,places_city_gate,临安_城门,Polygon,point,symbolic,13375844.700,3535607.900,high,jingchengtu_asset_full,jingchengtu_asset_preview,asset_full_from_poc,京城图.png 全量资产标注预览；坐标沿用已校准 POC 点位并加 140m 显示偏移，便于和原始 POC 标签区分；用于查看真实资产的全量标注密度和图层效果。,"{""orientation"":""mixed"",""notes"":""asset_full_preview_display_offset_140m_not_final_ocr""}"
jingchengtu_asset_preview_013,钱塘门·京城图,城门,places_city_gate,临安_城门,Polygon,point,symbolic,13375654.800,3537174.400,high,jingchengtu_asset_full,jingchengtu_asset_preview,asset_full_from_poc,京城图.png 全量资产标注预览；坐标沿用已校准 POC 点位并加 140m 显示偏移，便于和原始 POC 标签区分；用于查看真实资产的全量标注密度和图层效果。,"{""orientation"":""mixed"",""notes"":""asset_full_preview_display_offset_140m_not_final_ocr""}"
jingchengtu_asset_preview_014,御街北段·京城图,道路,places_road,临安_道路,Polygon,line,symbolic,13375858.700,3538690.000,high,jingchengtu_asset_full,jingchengtu_asset_preview,asset_full_from_poc,京城图.png 全量资产标注预览；坐标沿用已校准 POC 点位并加 140m 显示偏移，便于和原始 POC 标签区分；用于查看真实资产的全量标注密度和图层效果。,"{""orientation"":""mixed"",""notes"":""asset_full_preview_display_offset_140m_not_final_ocr""}"
jingchengtu_asset_preview_015,御街中段·京城图,道路,places_road,临安_道路,Polygon,line,symbolic,13377103.800,3536240.000,high,jingchengtu_asset_full,jingchengtu_asset_preview,asset_full_from_poc,京城图.png 全量资产标注预览；坐标沿用已校准 POC 点位并加 140m 显示偏移，便于和原始 POC 标签区分；用于查看真实资产的全量标注密度和图层效果。,"{""orientation"":""mixed"",""notes"":""asset_full_preview_display_offset_140m_not_final_ocr""}"
jingchengtu_asset_preview_016,御街南段·京城图,道路,places_road,临安_道路,Polygon,line,symbolic,13376947.300,3533560.000,high,jingchengtu_asset_full,jingchengtu_asset_preview,asset_full_from_poc,京城图.png 全量资产标注预览；坐标沿用已校准 POC 点位并加 140m 显示偏移，便于和原始 POC 标签区分；用于查看真实资产的全量标注密度和图层效果。,"{""orientation"":""mixed"",""notes"":""asset_full_preview_display_offset_140m_not_final_ocr""}"
jingchengtu_asset_preview_017,景灵宫·京城图,宫城,places_palace,临安_宫城,Polygon,polygon,symbolic,13376608.100,3538650.000,medium,jingchengtu_asset_full,jingchengtu_asset_preview,asset_full_from_poc,京城图.png 全量资产标注预览；坐标沿用已校准 POC 点位并加 140m 显示偏移，便于和原始 POC 标签区分；用于查看真实资产的全量标注密度和图层效果。,"{""orientation"":""mixed"",""notes"":""asset_full_preview_display_offset_140m_not_final_ocr""}"
jingchengtu_asset_preview_018,贡院·京城图,衙署,places_office,临安_衙署,Polygon,polygon,symbolic,13376986.900,3538560.000,medium,jingchengtu_asset_full,jingchengtu_asset_preview,asset_full_from_poc,京城图.png 全量资产标注预览；坐标沿用已校准 POC 点位并加 140m 显示偏移，便于和原始 POC 标签区分；用于查看真实资产的全量标注密度和图层效果。,"{""orientation"":""mixed"",""notes"":""asset_full_preview_display_offset_140m_not_final_ocr""}"
jingchengtu_asset_preview_019,天庆观·京城图,寺观,places_temple,临安_寺观,Polygon,point,symbolic,13376944.400,3537730.000,medium,jingchengtu_asset_full,jingchengtu_asset_preview,asset_full_from_poc,京城图.png 全量资产标注预览；坐标沿用已校准 POC 点位并加 140m 显示偏移，便于和原始 POC 标签区分；用于查看真实资产的全量标注密度和图层效果。,"{""orientation"":""mixed"",""notes"":""asset_full_preview_display_offset_140m_not_final_ocr""}"
jingchengtu_asset_preview_020,丰储仓·京城图,仓储,places_storage,临安_仓储,Polygon,polygon,symbolic,13377339.700,3537690.000,medium,jingchengtu_asset_full,jingchengtu_asset_preview,asset_full_from_poc,京城图.png 全量资产标注预览；坐标沿用已校准 POC 点位并加 140m 显示偏移，便于和原始 POC 标签区分；用于查看真实资产的全量标注密度和图层效果。,"{""orientation"":""mixed"",""notes"":""asset_full_preview_display_offset_140m_not_final_ocr""}"
jingchengtu_asset_preview_021,中书省·京城图,衙署,places_office,临安_衙署,Polygon,polygon,symbolic,13377163.600,3538000.000,medium,jingchengtu_asset_full,jingchengtu_asset_preview,asset_full_from_poc,京城图.png 全量资产标注预览；坐标沿用已校准 POC 点位并加 140m 显示偏移，便于和原始 POC 标签区分；用于查看真实资产的全量标注密度和图层效果。,"{""orientation"":""mixed"",""notes"":""asset_full_preview_display_offset_140m_not_final_ocr""}"
jingchengtu_asset_preview_022,太常寺·京城图,衙署,places_office,临安_衙署,Polygon,polygon,symbolic,13377093.900,3538270.000,low,jingchengtu_asset_full,jingchengtu_asset_preview,asset_full_from_poc,京城图.png 全量资产标注预览；坐标沿用已校准 POC 点位并加 140m 显示偏移，便于和原始 POC 标签区分；用于查看真实资产的全量标注密度和图层效果。,"{""orientation"":""mixed"",""notes"":""asset_full_preview_display_offset_140m_not_final_ocr""}"
jingchengtu_asset_preview_023,宗正寺·京城图,衙署,places_office,临安_衙署,Polygon,polygon,symbolic,13377271.700,3538120.000,low,jingchengtu_asset_full,jingchengtu_asset_preview,asset_full_from_poc,京城图.png 全量资产标注预览；坐标沿用已校准 POC 点位并加 140m 显示偏移，便于和原始 POC 标签区分；用于查看真实资产的全量标注密度和图层效果。,"{""orientation"":""mixed"",""notes"":""asset_full_preview_display_offset_140m_not_final_ocr""}"
jingchengtu_asset_preview_024,殿前司·京城图,军事,places_military,临安_军事,Polygon,polygon,symbolic,13377268.000,3535470.000,medium,jingchengtu_asset_full,jingchengtu_asset_preview,asset_full_from_poc,京城图.png 全量资产标注预览；坐标沿用已校准 POC 点位并加 140m 显示偏移，便于和原始 POC 标签区分；用于查看真实资产的全量标注密度和图层效果。,"{""orientation"":""mixed"",""notes"":""asset_full_preview_display_offset_140m_not_final_ocr""}"
jingchengtu_asset_preview_025,德寿宫·京城图,宫城,places_palace,临安_宫城,Polygon,polygon,symbolic,13377291.900,3534610.000,medium,jingchengtu_asset_full,jingchengtu_asset_preview,asset_full_from_poc,京城图.png 全量资产标注预览；坐标沿用已校准 POC 点位并加 140m 显示偏移，便于和原始 POC 标签区分；用于查看真实资产的全量标注密度和图层效果。,"{""orientation"":""mixed"",""notes"":""asset_full_preview_display_offset_140m_not_final_ocr""}"
jingchengtu_asset_preview_026,东菜市·京城图,市场,places_market,临安_市场,Polygon,polygon,symbolic,13377379.100,3535050.000,medium,jingchengtu_asset_full,jingchengtu_asset_preview,asset_full_from_poc,京城图.png 全量资产标注预览；坐标沿用已校准 POC 点位并加 140m 显示偏移，便于和原始 POC 标签区分；用于查看真实资产的全量标注密度和图层效果。,"{""orientation"":""mixed"",""notes"":""asset_full_preview_display_offset_140m_not_final_ocr""}"
jingchengtu_asset_preview_027,临安府·京城图,衙署,places_office,临安_衙署,Polygon,polygon,symbolic,13376090.000,3534690.000,medium,jingchengtu_asset_full,jingchengtu_asset_preview,asset_full_from_poc,京城图.png 全量资产标注预览；坐标沿用已校准 POC 点位并加 140m 显示偏移，便于和原始 POC 标签区分；用于查看真实资产的全量标注密度和图层效果。,"{""orientation"":""mixed"",""notes"":""asset_full_preview_display_offset_140m_not_final_ocr""}"
jingchengtu_asset_preview_028,太学·京城图,衙署,places_office,临安_衙署,Polygon,polygon,symbolic,13375970.000,3535110.000,medium,jingchengtu_asset_full,jingchengtu_asset_preview,asset_full_from_poc,京城图.png 全量资产标注预览；坐标沿用已校准 POC 点位并加 140m 显示偏移，便于和原始 POC 标签区分；用于查看真实资产的全量标注密度和图层效果。,"{""orientation"":""mixed"",""notes"":""asset_full_preview_display_offset_140m_not_final_ocr""}"
jingchengtu_asset_preview_029,六部·京城图,衙署,places_office,临安_衙署,Polygon,polygon,symbolic,13376388.800,3534010.000,medium,jingchengtu_asset_full,jingchengtu_asset_preview,asset_full_from_poc,京城图.png 全量资产标注预览；坐标沿用已校准 POC 点位并加 140m 显示偏移，便于和原始 POC 标签区分；用于查看真实资产的全量标注密度和图层效果。,"{""orientation"":""mixed"",""notes"":""asset_full_preview_display_offset_140m_not_final_ocr""}"
jingchengtu_asset_preview_030,三省六部·京城图,衙署,places_office,临安_衙署,Polygon,polygon,symbolic,13376223.700,3533955.000,medium,jingchengtu_asset_full,jingchengtu_asset_preview,asset_full_from_poc,京城图.png 全量资产标注预览；坐标沿用已校准 POC 点位并加 140m 显示偏移，便于和原始 POC 标签区分；用于查看真实资产的全量标注密度和图层效果。,"{""orientation"":""mixed"",""notes"":""asset_full_preview_display_offset_140m_not_final_ocr""}"
jingchengtu_asset_preview_031,秘书省·京城图,衙署,places_office,临安_衙署,Polygon,polygon,symbolic,13376680.100,3533970.000,medium,jingchengtu_asset_full,jingchengtu_asset_preview,asset_full_from_poc,京城图.png 全量资产标注预览；坐标沿用已校准 POC 点位并加 140m 显示偏移，便于和原始 POC 标签区分；用于查看真实资产的全量标注密度和图层效果。,"{""orientation"":""mixed"",""notes"":""asset_full_preview_display_offset_140m_not_final_ocr""}"
jingchengtu_asset_preview_032,中瓦·京城图,市场,places_market,临安_市场,Polygon,polygon,symbolic,13376637.300,3534210.000,medium,jingchengtu_asset_full,jingchengtu_asset_preview,asset_full_from_poc,京城图.png 全量资产标注预览；坐标沿用已校准 POC 点位并加 140m 显示偏移，便于和原始 POC 标签区分；用于查看真实资产的全量标注密度和图层效果。,"{""orientation"":""mixed"",""notes"":""asset_full_preview_display_offset_140m_not_final_ocr""}"
jingchengtu_asset_preview_033,北瓦·京城图,市场,places_market,临安_市场,Polygon,polygon,symbolic,13376680.700,3536270.000,low,jingchengtu_asset_full,jingchengtu_asset_preview,asset_full_from_poc,京城图.png 全量资产标注预览；坐标沿用已校准 POC 点位并加 140m 显示偏移，便于和原始 POC 标签区分；用于查看真实资产的全量标注密度和图层效果。,"{""orientation"":""mixed"",""notes"":""asset_full_preview_display_offset_140m_not_final_ocr""}"
jingchengtu_asset_preview_034,南瓦·京城图,市场,places_market,临安_市场,Polygon,polygon,symbolic,13376473.700,3533955.000,low,jingchengtu_asset_full,jingchengtu_asset_preview,asset_full_from_poc,京城图.png 全量资产标注预览；坐标沿用已校准 POC 点位并加 140m 显示偏移，便于和原始 POC 标签区分；用于查看真实资产的全量标注密度和图层效果。,"{""orientation"":""mixed"",""notes"":""asset_full_preview_display_offset_140m_not_final_ocr""}"
jingchengtu_asset_preview_035,清河坊·京城图,坊巷,places_block,临安_坊巷,Polygon,polygon,symbolic,13376180.000,3533610.000,medium,jingchengtu_asset_full,jingchengtu_asset_preview,asset_full_from_poc,京城图.png 全量资产标注预览；坐标沿用已校准 POC 点位并加 140m 显示偏移，便于和原始 POC 标签区分；用于查看真实资产的全量标注密度和图层效果。,"{""orientation"":""mixed"",""notes"":""asset_full_preview_display_offset_140m_not_final_ocr""}"
jingchengtu_asset_preview_036,众安桥·京城图,桥梁,places_bridge,临安_桥梁,Polygon,point,symbolic,13376955.100,3536970.000,low,jingchengtu_asset_full,jingchengtu_asset_preview,asset_full_from_poc,京城图.png 全量资产标注预览；坐标沿用已校准 POC 点位并加 140m 显示偏移，便于和原始 POC 标签区分；用于查看真实资产的全量标注密度和图层效果。,"{""orientation"":""mixed"",""notes"":""asset_full_preview_display_offset_140m_not_final_ocr""}"
jingchengtu_asset_preview_037,梅家桥·京城图,桥梁,places_bridge,临安_桥梁,Polygon,point,symbolic,13377221.100,3536640.000,low,jingchengtu_asset_full,jingchengtu_asset_preview,asset_full_from_poc,京城图.png 全量资产标注预览；坐标沿用已校准 POC 点位并加 140m 显示偏移，便于和原始 POC 标签区分；用于查看真实资产的全量标注密度和图层效果。,"{""orientation"":""mixed"",""notes"":""asset_full_preview_display_offset_140m_not_final_ocr""}"
jingchengtu_asset_preview_038,盐桥·京城图,桥梁,places_bridge,临安_桥梁,Polygon,point,symbolic,13377321.000,3536870.000,low,jingchengtu_asset_full,jingchengtu_asset_preview,asset_full_from_poc,京城图.png 全量资产标注预览；坐标沿用已校准 POC 点位并加 140m 显示偏移，便于和原始 POC 标签区分；用于查看真实资产的全量标注密度和图层效果。,"{""orientation"":""mixed"",""notes"":""asset_full_preview_display_offset_140m_not_final_ocr""}"
jingchengtu_asset_preview_039,丰乐桥·京城图,桥梁,places_bridge,临安_桥梁,Polygon,point,symbolic,13377083.200,3535910.000,low,jingchengtu_asset_full,jingchengtu_asset_preview,asset_full_from_poc,京城图.png 全量资产标注预览；坐标沿用已校准 POC 点位并加 140m 显示偏移，便于和原始 POC 标签区分；用于查看真实资产的全量标注密度和图层效果。,"{""orientation"":""mixed"",""notes"":""asset_full_preview_display_offset_140m_not_final_ocr""}"
jingchengtu_asset_preview_040,大内·京城图,宫城,places_palace,临安_宫城,Polygon,polygon,symbolic,13376895.100,3532730.500,high,jingchengtu_asset_full,jingchengtu_asset_preview,asset_full_from_poc,京城图.png 全量资产标注预览；坐标沿用已校准 POC 点位并加 140m 显示偏移，便于和原始 POC 标签区分；用于查看真实资产的全量标注密度和图层效果。,"{""orientation"":""mixed"",""notes"":""asset_full_preview_display_offset_140m_not_final_ocr""}"
jingchengtu_asset_preview_041,皇城·京城图,宫城,places_palace,临安_宫城,Polygon,polygon,symbolic,13376930.100,3532745.500,high,jingchengtu_asset_full,jingchengtu_asset_preview,asset_full_from_poc,京城图.png 全量资产标注预览；坐标沿用已校准 POC 点位并加 140m 显示偏移，便于和原始 POC 标签区分；用于查看真实资产的全量标注密度和图层效果。,"{""orientation"":""mixed"",""notes"":""asset_full_preview_display_offset_140m_not_final_ocr""}"
jingchengtu_asset_preview_042,南宋太庙·京城图,宫城,places_palace,临安_宫城,Polygon,polygon,symbolic,13375820.000,3533655.000,medium,jingchengtu_asset_full,jingchengtu_asset_preview,asset_full_from_poc,京城图.png 全量资产标注预览；坐标沿用已校准 POC 点位并加 140m 显示偏移，便于和原始 POC 标签区分；用于查看真实资产的全量标注密度和图层效果。,"{""orientation"":""mixed"",""notes"":""asset_full_preview_display_offset_140m_not_final_ocr""}"
jingchengtu_asset_preview_043,龙翔宫·京城图,宫城,places_palace,临安_宫城,Polygon,polygon,symbolic,13375630.000,3533250.000,medium,jingchengtu_asset_full,jingchengtu_asset_preview,asset_full_from_poc,京城图.png 全量资产标注预览；坐标沿用已校准 POC 点位并加 140m 显示偏移，便于和原始 POC 标签区分；用于查看真实资产的全量标注密度和图层效果。,"{""orientation"":""mixed"",""notes"":""asset_full_preview_display_offset_140m_not_final_ocr""}"
jingchengtu_asset_preview_044,佑圣观·京城图,寺观,places_temple,临安_寺观,Polygon,point,symbolic,13375820.000,3534490.000,medium,jingchengtu_asset_full,jingchengtu_asset_preview,asset_full_from_poc,京城图.png 全量资产标注预览；坐标沿用已校准 POC 点位并加 140m 显示偏移，便于和原始 POC 标签区分；用于查看真实资产的全量标注密度和图层效果。,"{""orientation"":""mixed"",""notes"":""asset_full_preview_display_offset_140m_not_final_ocr""}"
jingchengtu_asset_preview_045,报恩寺·京城图,寺观,places_temple,临安_寺观,Polygon,point,symbolic,13375490.000,3533050.000,medium,jingchengtu_asset_full,jingchengtu_asset_preview,asset_full_from_poc,京城图.png 全量资产标注预览；坐标沿用已校准 POC 点位并加 140m 显示偏移，便于和原始 POC 标签区分；用于查看真实资产的全量标注密度和图层效果。,"{""orientation"":""mixed"",""notes"":""asset_full_preview_display_offset_140m_not_final_ocr""}"
jingchengtu_asset_preview_046,新水池·京城图,水体,places_water,临安_水体,Polygon,polygon,symbolic,13376845.100,3533098.500,medium,jingchengtu_asset_full,jingchengtu_asset_preview,asset_full_from_poc,京城图.png 全量资产标注预览；坐标沿用已校准 POC 点位并加 140m 显示偏移，便于和原始 POC 标签区分；用于查看真实资产的全量标注密度和图层效果。,"{""orientation"":""mixed"",""notes"":""asset_full_preview_display_offset_140m_not_final_ocr""}"
jingchengtu_asset_preview_047,中军堂·京城图,军事,places_military,临安_军事,Polygon,polygon,symbolic,13376910.100,3533058.500,medium,jingchengtu_asset_full,jingchengtu_asset_preview,asset_full_from_poc,京城图.png 全量资产标注预览；坐标沿用已校准 POC 点位并加 140m 显示偏移，便于和原始 POC 标签区分；用于查看真实资产的全量标注密度和图层效果。,"{""orientation"":""mixed"",""notes"":""asset_full_preview_display_offset_140m_not_final_ocr""}"
jingchengtu_asset_preview_048,修内司营·京城图,衙署,places_office,临安_衙署,Polygon,polygon,symbolic,13375750.000,3533395.000,low,jingchengtu_asset_full,jingchengtu_asset_preview,asset_full_from_poc,京城图.png 全量资产标注预览；坐标沿用已校准 POC 点位并加 140m 显示偏移，便于和原始 POC 标签区分；用于查看真实资产的全量标注密度和图层效果。,"{""orientation"":""mixed"",""notes"":""asset_full_preview_display_offset_140m_not_final_ocr""}"
jingchengtu_asset_preview_049,后苑·京城图,园苑,places_garden,临安_园苑,Polygon,polygon,symbolic,13376905.100,3533632.000,medium,jingchengtu_asset_full,jingchengtu_asset_preview,asset_full_from_poc,京城图.png 全量资产标注预览；坐标沿用已校准 POC 点位并加 140m 显示偏移，便于和原始 POC 标签区分；用于查看真实资产的全量标注密度和图层效果。,"{""orientation"":""mixed"",""notes"":""asset_full_preview_display_offset_140m_not_final_ocr""}"
jingchengtu_asset_preview_050,保俶塔·京城图,寺观,places_temple,临安_寺观,Polygon,point,symbolic,13375020.000,3537270.000,medium,jingchengtu_asset_full,jingchengtu_asset_preview,asset_full_from_poc,京城图.png 全量资产标注预览；坐标沿用已校准 POC 点位并加 140m 显示偏移，便于和原始 POC 标签区分；用于查看真实资产的全量标注密度和图层效果。,"{""orientation"":""mixed"",""notes"":""asset_full_preview_display_offset_140m_not_final_ocr""}"
jingchengtu_asset_preview_051,断桥·京城图,桥梁,places_bridge,临安_桥梁,Polygon,point,symbolic,13374980.000,3536540.000,medium,jingchengtu_asset_full,jingchengtu_asset_preview,asset_full_from_poc,京城图.png 全量资产标注预览；坐标沿用已校准 POC 点位并加 140m 显示偏移，便于和原始 POC 标签区分；用于查看真实资产的全量标注密度和图层效果。,"{""orientation"":""mixed"",""notes"":""asset_full_preview_display_offset_140m_not_final_ocr""}"
jingchengtu_asset_preview_052,孤山·京城图,山体,places_mountain,临安_山体,Polygon,polygon,symbolic,13374880.000,3536010.000,medium,jingchengtu_asset_full,jingchengtu_asset_preview,asset_full_from_poc,京城图.png 全量资产标注预览；坐标沿用已校准 POC 点位并加 140m 显示偏移，便于和原始 POC 标签区分；用于查看真实资产的全量标注密度和图层效果。,"{""orientation"":""mixed"",""notes"":""asset_full_preview_display_offset_140m_not_final_ocr""}"
jingchengtu_asset_preview_053,宝石山·京城图,山体,places_mountain,临安_山体,Polygon,polygon,symbolic,13375040.000,3537835.000,medium,jingchengtu_asset_full,jingchengtu_asset_preview,asset_full_from_poc,京城图.png 全量资产标注预览；坐标沿用已校准 POC 点位并加 140m 显示偏移，便于和原始 POC 标签区分；用于查看真实资产的全量标注密度和图层效果。,"{""orientation"":""mixed"",""notes"":""asset_full_preview_display_offset_140m_not_final_ocr""}"
jingchengtu_asset_preview_054,柳洲寺·京城图,寺观,places_temple,临安_寺观,Polygon,point,symbolic,13375280.000,3534340.000,low,jingchengtu_asset_full,jingchengtu_asset_preview,asset_full_from_poc,京城图.png 全量资产标注预览；坐标沿用已校准 POC 点位并加 140m 显示偏移，便于和原始 POC 标签区分；用于查看真实资产的全量标注密度和图层效果。,"{""orientation"":""mixed"",""notes"":""asset_full_preview_display_offset_140m_not_final_ocr""}"
jingchengtu_asset_preview_055,石佛寺·京城图,寺观,places_temple,临安_寺观,Polygon,point,symbolic,13375010.000,3537410.000,low,jingchengtu_asset_full,jingchengtu_asset_preview,asset_full_from_poc,京城图.png 全量资产标注预览；坐标沿用已校准 POC 点位并加 140m 显示偏移，便于和原始 POC 标签区分；用于查看真实资产的全量标注密度和图层效果。,"{""orientation"":""mixed"",""notes"":""asset_full_preview_display_offset_140m_not_final_ocr""}"
jingchengtu_asset_preview_056,古曹婆寺·京城图,寺观,places_temple,临安_寺观,Polygon,point,symbolic,13375220.000,3533290.000,low,jingchengtu_asset_full,jingchengtu_asset_preview,asset_full_from_poc,京城图.png 全量资产标注预览；坐标沿用已校准 POC 点位并加 140m 显示偏移，便于和原始 POC 标签区分；用于查看真实资产的全量标注密度和图层效果。,"{""orientation"":""mixed"",""notes"":""asset_full_preview_display_offset_140m_not_final_ocr""}"
jingchengtu_asset_preview_057,雷峰塔·京城图,寺观,places_temple,临安_寺观,Polygon,point,symbolic,13375200.000,3533710.000,medium,jingchengtu_asset_full,jingchengtu_asset_preview,asset_full_from_poc,京城图.png 全量资产标注预览；坐标沿用已校准 POC 点位并加 140m 显示偏移，便于和原始 POC 标签区分；用于查看真实资产的全量标注密度和图层效果。,"{""orientation"":""mixed"",""notes"":""asset_full_preview_display_offset_140m_not_final_ocr""}"
jingchengtu_asset_preview_058,净慈寺·京城图,寺观,places_temple,临安_寺观,Polygon,point,symbolic,13375160.000,3533110.000,low,jingchengtu_asset_full,jingchengtu_asset_preview,asset_full_from_poc,京城图.png 全量资产标注预览；坐标沿用已校准 POC 点位并加 140m 显示偏移，便于和原始 POC 标签区分；用于查看真实资产的全量标注密度和图层效果。,"{""orientation"":""mixed"",""notes"":""asset_full_preview_display_offset_140m_not_final_ocr""}"
jingchengtu_asset_preview_059,小孤山·京城图,山体,places_mountain,临安_山体,Polygon,polygon,symbolic,13374920.000,3535670.000,low,jingchengtu_asset_full,jingchengtu_asset_preview,asset_full_from_poc,京城图.png 全量资产标注预览；坐标沿用已校准 POC 点位并加 140m 显示偏移，便于和原始 POC 标签区分；用于查看真实资产的全量标注密度和图层效果。,"{""orientation"":""mixed"",""notes"":""asset_full_preview_display_offset_140m_not_final_ocr""}"
jingchengtu_asset_preview_060,三茅观·京城图,寺观,places_temple,临安_寺观,Polygon,point,symbolic,13375460.000,3536990.000,low,jingchengtu_asset_full,jingchengtu_asset_preview,asset_full_from_poc,京城图.png 全量资产标注预览；坐标沿用已校准 POC 点位并加 140m 显示偏移，便于和原始 POC 标签区分；用于查看真实资产的全量标注密度和图层效果。,"{""orientation"":""mixed"",""notes"":""asset_full_preview_display_offset_140m_not_final_ocr""}"
jingchengtu_asset_preview_061,东岳宫·京城图,寺观,places_temple,临安_寺观,Polygon,point,symbolic,13376541.300,3537500.000,low,jingchengtu_asset_full,jingchengtu_asset_preview,asset_full_from_poc,京城图.png 全量资产标注预览；坐标沿用已校准 POC 点位并加 140m 显示偏移，便于和原始 POC 标签区分；用于查看真实资产的全量标注密度和图层效果。,"{""orientation"":""mixed"",""notes"":""asset_full_preview_display_offset_140m_not_final_ocr""}"
